CustomerKey;GeographyKey;CustomerAlternateKey;Title;FirstName;MiddleName;LastName;NameStyle;MaritalStatus;Suffix;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;EnglishEducation;SpanishEducation;FrenchEducation;EnglishOccupation;SpanishOccupation;FrenchOccupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;Phone;DateFirstPurchase;CommuteDistance;Region;Age;BikeBuyer;BirthDateDay;BirthDateMonth;BirthDateYear;AgeRange
25025;372;AW00025025;;Spencer;J;Bryant;0;S;;M;spencer20@adventure-works.com;70000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;2;1114 Laurel;;193-555-0113;10/6/07;0-1 Miles;North America;44;1;19;12;1979;40-50
25038;612;AW00025038;;Isabella;W;Hall;0;S;;F;isabella54@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;2;9395 Oak Grove Rd.;;323-555-0195;6/29/2008;1-2 Miles;North America;49;1;19;1;1975;40-50
25039;542;AW00025039;;Alexis;;Clark;0;S;;F;alexis16@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;5065 Cloverleaf Circle;;607-555-0154;5/22/2008;5-10 Miles;North America;49;0;12;2;1975;40-50
25040;548;AW00025040;;Julian;D;Perry;0;S;;M;julian9@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;8172 N. Ranchford;;153-555-0180;6/4/08;1-2 Miles;North America;49;1;21;2;1975;40-50
25041;648;AW00025041;;Hunter;G;Phillips;0;S;;M;hunter35@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;4500 Willow Dr.;;744-555-0177;5/25/2008;5-10 Miles;North America;49;0;25;7;1975;40-50
25042;298;AW00025042;;Arif;A;Rizaldy;0;S;;F;arif0@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;7189 Candle Dr;;867-555-0123;6/23/2008;1-2 Miles;North America;49;1;28;8;1975;40-50
25044;385;AW00025044;;Emma;H;Bailey;0;S;;F;emma33@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;2;3795 Tabora Drive;;515-555-0135;11/21/2007;5-10 Miles;North America;49;0;10;8;1975;40-50
25045;609;AW00025045;;Paige;;Russell;0;M;;F;paige19@adventure-works.com;50000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;582 Magic Dr;;273-555-0175;8/5/07;5-10 Miles;North America;50;0;3;3;1974;40-50
25046;57;AW00025046;;Caleb;P;Long;0;M;;M;caleb6@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;2;7023 Stallion Way;;717-555-0162;7/5/06;5-10 Miles;North America;51;1;10;9;1973;51-60
25047;352;AW00025047;;Trevor;;Long;0;M;;M;trevor9@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;7957 Hermosa;;616-555-0169;6/3/08;5-10 Miles;North America;51;1;10;11;1973;51-60
25048;49;AW00025048;;Yolanda;K;Sharma;0;S;;F;yolanda8@adventure-works.com;70000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;2;1819 Lilac Court;;275-555-0186;7/5/06;0-1 Miles;North America;51;1;10;2;1973;51-60
25050;312;AW00025050;;Darryl;S;Chen;0;S;;M;darryl2@adventure-works.com;70000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;617 LindenTree Dr;;325-555-0127;11/3/07;5-10 Miles;North America;51;1;6;5;1973;51-60
25059;546;AW00025059;;Sean;;Ward;0;S;;M;sean20@adventure-works.com;70000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;2826 C Del Rio Ln.;;709-555-0132;11/2/07;5-10 Miles;North America;51;1;25;4;1973;51-60
25060;312;AW00025060;;Noah;R;Martinez;0;S;;M;noah64@adventure-works.com;80000;0;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;1;6472 Loveridge Circle;;854-555-0195;11/11/07;0-1 Miles;North America;51;1;17;1;1973;51-60
25061;68;AW00025061;;Julia;;Hughes;0;S;;F;julia77@adventure-works.com;50000;0;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;0;2;6973 Mt. Hood Circle;;284-555-0163;7/25/2006;1-2 Miles;North America;50;1;23;7;1974;40-50
25062;71;AW00025062;;Kaitlyn;J;Young;0;S;;F;kaitlyn23@adventure-works.com;50000;0;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;1058 Kirker Pass Road;;370-555-0122;10/14/2007;5-10 Miles;North America;49;0;20;12;1974;40-50
25063;609;AW00025063;;Dylan;T;Williams;0;M;;M;dylan37@adventure-works.com;50000;0;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;0;2;9774 Maywood Lane;;228-555-0196;6/7/08;1-2 Miles;North America;50;1;19;4;1974;40-50
25065;637;AW00025065;;Thomas;;Henderson;0;M;;M;thomas6@adventure-works.com;70000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;1;2;7159 Shell Circle;;103-555-0134;10/1/07;5-10 Miles;North America;66;0;22;11;1957;61-70
25066;62;AW00025066;;Charles;D;Robinson;0;S;;M;charles22@adventure-works.com;70000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;0;2;5068 N Francisco Way;;826-555-0121;7/29/2008;1-2 Miles;North America;67;0;20;5;1957;61-70
25067;618;AW00025067;;Melanie;P;Butler;0;S;;F;melanie1@adventure-works.com;40000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;0;1;6398 Joyce Dr;;196-555-0111;6/25/2008;2-5 Miles;North America;60;0;12;11;1964;51-60
25068;307;AW00025068;;Robert;;Shan;0;S;;M;robert42@adventure-works.com;60000;4;4;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;0;2;9152 St. Patricia;;556-555-0193;4/15/2008;0-1 Miles;North America;60;0;21;6;1964;51-60
25069;612;AW00025069;;Lori;;Ortega;0;M;;F;lori22@adventure-works.com;60000;4;4;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;3;273 Winding Lane;;214-555-0179;12/26/2007;10+ Miles;North America;60;0;2;11;1964;51-60
25071;339;AW00025071;;Natalie;W;Brooks;0;M;;F;natalie22@adventure-works.com;60000;5;5;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;3;2305 Glaze Drive;;568-555-0151;7/15/2008;2-5 Miles;North America;60;0;18;2;1964;51-60
25072;548;AW00025072;;Alyssa;O;Murphy;0;S;;F;alyssa32@adventure-works.com;60000;4;2;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;0;2;1451 Victory Lane;;698-555-0138;6/20/2008;0-1 Miles;North America;60;1;27;9;1964;51-60
25073;539;AW00025073;;Shelby;;Stewart;0;M;;F;shelby23@adventure-works.com;60000;4;2;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;2;7317 Cortez;;526-555-0119;6/25/2008;2-5 Miles;North America;60;1;24;2;1964;51-60
25075;358;AW00025075;;Samantha;A;Thompson;0;M;;F;samantha17@adventure-works.com;70000;4;2;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;2;459 William Reed Drive;;910-555-0125;11/4/07;2-5 Miles;North America;61;1;27;5;1963;61-70
25077;642;AW00025077;;Wyatt;M;Clark;0;M;;M;wyatt20@adventure-works.com;60000;3;2;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;0;0;9320 Teakwood Dr.;;189-555-0175;6/16/2008;0-1 Miles;North America;61;1;9;8;1963;61-70
25078;338;AW00025078;;James;;Jenkins;0;M;;M;james22@adventure-works.com;40000;3;2;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;7585 Ida Drive;;990-555-0196;6/5/08;2-5 Miles;North America;62;1;28;3;1962;61-70
25079;632;AW00025079;;Riley;;Perry;0;S;;F;riley5@adventure-works.com;70000;1;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;1;4512 M St.;;188-555-0186;11/30/2007;2-5 Miles;North America;62;1;20;6;1962;61-70
25080;302;AW00025080;;Marissa;;Long;0;S;;F;marissa7@adventure-works.com;70000;1;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;1;9557 Steven Circle;;833-555-0112;11/10/07;2-5 Miles;North America;62;1;15;1;1962;61-70
25082;299;AW00025082;;William;A;Martinez;0;M;;M;william12@adventure-works.com;40000;4;3;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;4019 Gumwood Dr.;;142-555-0130;4/13/2008;0-1 Miles;North America;63;0;2;2;1961;61-70
25083;299;AW00025083;;Omar;;Gao;0;M;;M;omar14@adventure-works.com;40000;4;3;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;3;6387 Tanager Road;;919-555-0152;5/11/08;10+ Miles;North America;63;0;17;6;1961;61-70
25084;553;AW00025084;;Dalton;;James;0;M;;M;dalton69@adventure-works.com;60000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;250 Montgomery Ave.;;277-555-0153;6/14/2008;0-1 Miles;North America;63;1;10;10;1961;61-70
25085;331;AW00025085;;Lucas;;Rogers;0;M;;M;lucas90@adventure-works.com;60000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;3362 Julpum Loop;;908-555-0168;7/24/2007;2-5 Miles;North America;63;1;25;8;1961;61-70
25086;299;AW00025086;;Jasmine;;Cox;0;M;;F;jasmine30@adventure-works.com;60000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;679 Pepperidge Way;;250-555-0113;7/3/07;2-5 Miles;North America;63;1;26;8;1961;61-70
25087;612;AW00025087;;Wyatt;;Young;0;M;;M;wyatt27@adventure-works.com;60000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;9533 Working Drive;;592-555-0134;7/26/2007;0-1 Miles;North America;63;1;15;5;1961;61-70
25091;311;AW00025091;;Jessie;;Zeng;0;S;;M;jessie28@adventure-works.com;40000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;0;1;8308 Fox Way;;466-555-0118;10/9/07;0-1 Miles;North America;64;0;11;1;1960;61-70
25092;337;AW00025092;;Emily;;Jackson;0;M;;F;emily12@adventure-works.com;60000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;8994 Richard Ave.;;373-555-0132;7/11/07;2-5 Miles;North America;64;1;16;10;1960;61-70
25093;55;AW00025093;;Madison;A;Griffin;0;S;;F;madison33@adventure-works.com;50000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;6531 William Reed Dr.;;138-555-0150;7/17/2006;0-1 Miles;North America;57;1;27;6;1967;51-60
25094;68;AW00025094;;Charles;;Thomas;0;S;;M;charles14@adventure-works.com;50000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;9941 Graham Ave.;;892-555-0153;7/15/2006;0-1 Miles;North America;57;1;15;3;1967;51-60
25096;609;AW00025096;;Victoria;D;Bennett;0;S;;F;victoria49@adventure-works.com;50000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;9384 Jamie Way;;823-555-0196;8/16/2007;2-5 Miles;North America;57;1;23;4;1967;51-60
25097;545;AW00025097;;Fernando;B;Gonzales;0;M;;M;fernando58@adventure-works.com;60000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;41 Regency Dr.;;492-555-0129;8/17/2007;2-5 Miles;North America;64;1;19;6;1960;61-70
25098;539;AW00025098;;Logan;;Long;0;M;;M;logan12@adventure-works.com;60000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;9171 Morello Ave;;976-555-0114;8/26/2007;0-1 Miles;North America;64;1;27;7;1960;61-70
25099;368;AW00025099;;Melanie;G;Hayes;0;M;;F;melanie10@adventure-works.com;60000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;4475 Longbrook Way;;517-555-0143;8/27/2007;0-1 Miles;North America;64;1;28;2;1960;61-70
25101;57;AW00025101;;Wyatt;A;Baker;0;M;;M;wyatt36@adventure-works.com;60000;5;4;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;1;2230 May Way;;234-555-0183;7/5/08;2-5 Miles;North America;65;0;21;4;1959;61-70
25103;311;AW00025103;;Shelby;;Brooks;0;M;;F;shelby1@adventure-works.com;60000;4;3;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;0;6480 Prancing Drive;;210-555-0162;2/5/08;0-1 Miles;North America;65;0;17;2;1959;61-70
25104;71;AW00025104;;Natalie;A;Parker;0;S;;F;natalie51@adventure-works.com;70000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;0;1;1500 Polk Street;;581-555-0184;8/31/2006;0-1 Miles;North America;65;1;13;10;1959;61-70
25146;552;AW00025146;;Carson;J;Gonzales;0;M;;M;carson16@adventure-works.com;60000;3;1;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;1;3;2700 Roundtree Dr.;;151-555-0131;8/4/07;10+ Miles;North America;71;1;25;1;1953;71-80
25147;68;AW00025147;;Samantha;G;Brown;0;M;;F;samantha5@adventure-works.com;60000;2;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;2768 Creekside Dr.;;526-555-0115;2/1/08;5-10 Miles;North America;67;0;18;3;1957;61-70
25148;307;AW00025148;;Ryan;;Simmons;0;M;;M;ryan18@adventure-works.com;60000;2;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;0;2;2680 Claudia Drive;;964-555-0196;9/1/07;1-2 Miles;North America;67;1;6;10;1957;61-70
25149;632;AW00025149;;Samantha;;Griffin;0;M;;F;samantha43@adventure-works.com;60000;2;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;6133 Kenston Dr.;;946-555-0183;6/2/08;5-10 Miles;North America;66;0;15;12;1957;61-70
25151;329;AW00025151;;Jasmine;;Washington;0;S;;F;jasmine52@adventure-works.com;80000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;0;2;5678 Arlington Way;;832-555-0192;5/5/08;1-2 Miles;North America;68;0;11;5;1956;61-70
25152;331;AW00025152;;Maria;M;Sanders;0;S;;F;maria22@adventure-works.com;60000;2;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;9657 Santa Maria;;561-555-0118;9/18/2007;5-10 Miles;North America;68;0;19;8;1956;61-70
25153;632;AW00025153;;Ryan;;Coleman;0;S;;M;ryan8@adventure-works.com;100000;4;1;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;4;5787 Ygnacio Valley Road;;602-555-0130;4/4/08;0-1 Miles;North America;59;0;24;6;1965;51-60
25156;336;AW00025156;;Catherine;;Peterson;0;S;;F;catherine5@adventure-works.com;130000;1;1;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;0;4;6956 Peach Place;;588-555-0128;8/15/2007;0-1 Miles;North America;59;0;24;9;1965;51-60
25159;637;AW00025159;;Katelyn;C;Cooper;0;S;;F;katelyn17@adventure-works.com;100000;5;2;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;0;1635 Carmel Dr;;818-555-0126;3/27/2008;2-5 Miles;North America;60;0;27;7;1964;51-60
25160;642;AW00025160;;Mackenzie;C;Stewart;0;S;;F;mackenzie25@adventure-works.com;100000;5;2;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;1;3646 Snyder Lane;;577-555-0117;12/17/2007;2-5 Miles;North America;60;0;23;8;1964;51-60
25161;343;AW00025161;;Isabella;;Flores;0;M;;F;isabella22@adventure-works.com;130000;3;2;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;3;3628 Mt. McKinley Ct.;;460-555-0110;11/26/2007;0-1 Miles;North America;60;1;13;5;1964;51-60
25162;374;AW00025162;;Bryan;D;Morris;0;S;;M;bryan19@adventure-works.com;160000;1;1;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;3;9634 S. Silver Spring;;729-555-0131;11/15/2007;0-1 Miles;North America;60;1;11;11;1964;51-60
25163;334;AW00025163;;Natalie;;Griffin;0;M;;F;natalie43@adventure-works.com;70000;3;2;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;0;8210 Mines Road;;193-555-0158;11/18/2007;5-10 Miles;North America;68;1;25;4;1956;61-70
25164;301;AW00025164;;Isaac;C;Parker;0;M;;M;isaac22@adventure-works.com;70000;3;2;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;1;2068 Suzanne Dr.;;762-555-0149;11/19/2007;0-1 Miles;North America;68;0;24;8;1956;61-70
25166;345;AW00025166;;Miguel;R;Jenkins;0;S;;M;miguel53@adventure-works.com;70000;4;3;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;0;2570 Thames Dr.;;816-555-0150;3/28/2008;5-10 Miles;North America;68;0;3;4;1956;61-70
25167;358;AW00025167;;Elijah;;Hughes;0;M;;M;elijah15@adventure-works.com;80000;3;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;1;5478 Hill Ct;;240-555-0159;5/23/2008;0-1 Miles;North America;68;0;13;11;1956;61-70
25169;352;AW00025169;;Angel;;Peterson;0;S;;M;angel4@adventure-works.com;130000;1;2;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;0;3;8201 Lyon Circle;;333-555-0176;11/23/2007;0-1 Miles;North America;90;1;2;9;1934;81-90
25173;54;AW00025173;;Melissa;;Stewart;0;M;;F;melissa44@adventure-works.com;80000;5;4;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;8679 Mt. Tooth Place;;445-555-0114;12/20/2007;5-10 Miles;North America;62;0;5;5;1962;61-70
25175;618;AW00025175;;Nathan;D;Chen;0;S;;M;nathan22@adventure-works.com;100000;1;2;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;3;2238 Pine Street;;250-555-0110;11/15/2007;5-10 Miles;North America;62;1;4;10;1962;61-70
25177;49;AW00025177;;Alberto;;Gomez;0;M;;M;alberto2@adventure-works.com;70000;5;4;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;3;4823 Park Blvd.;;837-555-0140;7/28/2008;5-10 Miles;North America;63;0;16;9;1961;61-70
25178;614;AW00025178;;Jasmine;D;Kelly;0;M;;F;jasmine39@adventure-works.com;80000;5;4;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;3;6833 Filomena;;366-555-0155;7/8/08;1-2 Miles;North America;63;0;21;4;1961;61-70
25179;614;AW00025179;;Miguel;;Thompson;0;M;;M;miguel15@adventure-works.com;80000;5;4;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;3;7284 Adobe Dr.;;798-555-0146;3/28/2008;5-10 Miles;North America;63;0;5;2;1961;61-70
25180;626;AW00025180;;Ana;;Simmons;0;S;;F;ana14@adventure-works.com;90000;4;3;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;1;9094 Reading Dr;;354-555-0127;11/22/2007;5-10 Miles;North America;63;1;25;3;1961;61-70
25182;548;AW00025182;;Natalie;;Simmons;0;M;;F;natalie37@adventure-works.com;90000;4;3;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;1201 Olive Hill;;930-555-0153;12/22/2007;1-2 Miles;North America;63;0;5;3;1961;61-70
25183;637;AW00025183;;Michael;K;Thomas;0;M;;M;michael43@adventure-works.com;90000;4;3;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;5734 Ashford Court;;595-555-0169;12/16/2007;1-2 Miles;North America;63;0;6;4;1961;61-70
25184;310;AW00025184;;Peter;;Tang;0;S;;M;peter11@adventure-works.com;110000;1;3;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;4;9094 William Reed Dr;;211-555-0161;11/12/07;5-10 Miles;North America;63;1;25;3;1961;61-70
25187;546;AW00025187;;Sydney;L;Scott;0;M;;F;sydney54@adventure-works.com;50000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;5601 Garrow Drive;;895-555-0191;7/24/2008;5-10 Miles;North America;89;0;15;8;1935;81-90
25188;66;AW00025188;;Kevin;S;Li;0;M;;M;kevin29@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;4914 Sierra Drive;;640-555-0153;11/3/07;5-10 Miles;North America;88;0;13;1;1936;81-90
25189;611;AW00025189;;Aidan;;Hayes;0;M;;M;aidan24@adventure-works.com;50000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;1584 S. Forest Hill;;744-555-0145;7/4/08;5-10 Miles;North America;88;0;14;4;1936;81-90
25190;553;AW00025190;;Allison;B;Morris;0;M;;F;allison18@adventure-works.com;60000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;5514 Cape Cod Way;;140-555-0158;3/16/2008;5-10 Miles;North America;88;0;14;6;1936;81-90
25191;339;AW00025191;;Austin;D;Gonzales;0;S;;M;austin13@adventure-works.com;120000;1;3;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;0;4;1254 Roux Court;;678-555-0120;11/21/2007;2-5 Miles;North America;88;1;10;6;1936;81-90
25193;626;AW00025193;;Stephanie;A;Howard;0;S;;F;stephanie17@adventure-works.com;90000;4;3;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;4;8850 Via Del Sol;;886-555-0125;12/5/07;5-10 Miles;North America;64;1;8;10;1960;61-70
25194;548;AW00025194;;Jada;;Bell;0;S;;F;jada5@adventure-works.com;70000;3;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;1;2;2751 Fabian Way;;928-555-0194;1/3/08;5-10 Miles;North America;70;0;10;6;1954;61-70
25195;311;AW00025195;;Alexandra;;Wilson;0;S;;F;alexandra70@adventure-works.com;70000;3;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;0;2;6441 Gordon Ct.;;890-555-0148;2/13/2008;1-2 Miles;North America;70;0;20;10;1954;61-70
25196;52;AW00025196;;Aaron;C;Yang;0;M;;M;aaron27@adventure-works.com;60000;2;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;3005 Ruby Lane;;685-555-0147;5/9/08;5-10 Miles;North America;70;0;24;10;1954;61-70
25197;385;AW00025197;;Kyle;J;Perry;0;M;;M;kyle3@adventure-works.com;60000;2;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;2876 Morgan Territory Road;;657-555-0140;11/13/2007;5-10 Miles;North America;70;0;8;3;1954;61-70
25198;347;AW00025198;;Michelle;;Ramirez;0;M;;F;michelle8@adventure-works.com;60000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;1;2;6508 Cedar Street;;549-555-0191;9/22/2007;5-10 Miles;North America;70;1;9;5;1954;61-70
25199;316;AW00025199;;Kyle;L;Griffin;0;M;;M;kyle16@adventure-works.com;60000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;6512 Button Court;;340-555-0171;9/14/2007;5-10 Miles;North America;71;1;21;4;1953;71-80
25200;641;AW00025200;;Nathan;;Williams;0;M;;M;nathan60@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;1201 Paso Del Rio Way;;838-555-0120;6/27/2008;5-10 Miles;North America;72;0;16;8;1952;71-80
25202;545;AW00025202;;Jonathan;C;King;0;S;;M;jonathan49@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;4201 Logan Court;;801-555-0140;5/18/2008;5-10 Miles;North America;73;0;25;7;1951;71-80
25203;298;AW00025203;;Caroline;;Wood;0;S;;F;caroline4@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;2;8406 S Royal Links Circle;;579-555-0141;9/14/2007;1-2 Miles;North America;73;1;23;2;1951;71-80
25204;374;AW00025204;;Kelly;;Barnes;0;S;;F;kelly7@adventure-works.com;40000;4;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;2;8783 Blocking Ct;;817-555-0110;9/19/2007;1-2 Miles;North America;74;1;20;9;1950;71-80
25205;300;AW00025205;;John;;Jones;0;S;;M;john41@adventure-works.com;30000;4;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;8113 Carlisle Way;;825-555-0143;5/3/08;5-10 Miles;North America;75;0;14;9;1949;71-80
25206;334;AW00025206;;Ryan;W;Bryant;0;S;;M;ryan21@adventure-works.com;30000;4;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;6658 Radar Blvd;;837-555-0116;10/3/07;5-10 Miles;North America;75;0;6;10;1949;71-80
25207;634;AW00025207;;Destiny;C;Moore;0;S;;F;destiny8@adventure-works.com;30000;4;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;1099 Catalpa Court;;264-555-0128;11/8/07;5-10 Miles;North America;75;0;9;2;1949;71-80
25253;618;AW00025253;;Ryan;F;Miller;0;M;;M;ryan45@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;5502 Sun View Terr.;;341-555-0122;9/20/2007;5-10 Miles;North America;48;0;13;1;1976;40-50
