CustomerKey;GeographyKey;CustomerAlternateKey;Title;FirstName;MiddleName;LastName;NameStyle;BirthDate;MaritalStatus;Suffix;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;EnglishEducation;SpanishEducation;FrenchEducation;EnglishOccupation;SpanishOccupation;FrenchOccupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;Phone;DateFirstPurchase;CommuteDistance;Region;Age;BikeBuyer
28189;54;AW00028189;None;James;None;Griffin;0;1959-10-26;S;None;M;james36@adventure-works.com;70000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;0;1;4610 Pinto Road;None;387-555-0113;6/23/2008;0-1 Miles;North America;65;1
28190;355;AW00028190;None;Kimberly;R;Cook;0;1959-05-21;S;None;F;kimberly22@adventure-works.com;70000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;1;1;3432 White Pl.;None;610-555-0154;9/25/2005;2-5 Miles;North America;65;1
28191;612;AW00028191;None;Mya;O;Long;0;1959-06-19;S;None;F;mya11@adventure-works.com;70000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;1;1;3700 Lane Way;None;364-555-0120;9/22/2005;2-5 Miles;North America;65;1
28193;335;AW00028193;None;Taylor;None;Davis;0;1959-04-19;S;None;F;taylor52@adventure-works.com;70000;5;5;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;1;3;4377 Viking Dr.;None;194-555-0130;9/6/05;10+ Miles;North America;65;1
28194;536;AW00028194;None;Lydia;P;Garcia;0;1959-02-15;S;None;F;lydia13@adventure-works.com;80000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;0;0;8398 Kathryn Drive;None;802-555-0191;9/27/2005;0-1 Miles;North America;65;1
28196;548;AW00028196;None;Timothy;None;Cox;0;1958-05-18;M;None;M;timothy11@adventure-works.com;80000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;2303 Rosebrook Ct.;None;539-555-0153;10/28/2005;0-1 Miles;North America;66;1
28198;66;AW00028198;None;Jared;V;Moyer;0;1958-02-10;M;None;M;jared16@adventure-works.com;60000;1;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;0;1;2201 Huston Road;None;173-555-0182;2/12/06;0-1 Miles;North America;66;1
28199;360;AW00028199;None;Alyssa;M;Jones;0;1958-05-10;S;None;F;alyssa2@adventure-works.com;60000;1;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;0;1;9682 Morello Court;None;446-555-0158;10/3/05;0-1 Miles;North America;66;1
28221;361;AW00028221;None;Isabella;None;Rodriguez;0;1957-11-13;M;None;F;isabella76@adventure-works.com;60000;2;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;6314 Mota Dr.;None;638-555-0163;10/16/2005;5-10 Miles;North America;67;1
28224;345;AW00028224;None;Spencer;None;Henderson;0;1957-02-03;S;None;M;spencer6@adventure-works.com;90000;2;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;1;895 Sandalwood Drive;None;873-555-0120;10/16/2005;2-5 Miles;North America;67;1
28225;359;AW00028225;None;Robert;None;Ross;0;1957-09-13;M;None;M;robert17@adventure-works.com;90000;2;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;1;4032 La Salle Ave;None;904-555-0173;1/6/08;5-10 Miles;North America;67;0
28228;633;AW00028228;None;Gloria;None;Reed;0;1956-02-07;S;None;F;gloria23@adventure-works.com;80000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;0;2;2569 La Orinda Pl.;None;582-555-0119;3/7/08;1-2 Miles;North America;68;0
28229;374;AW00028229;None;Samantha;None;Wilson;0;1956-09-17;S;None;F;samantha8@adventure-works.com;80000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;0;2;3582 Juliet Court;None;990-555-0116;2/22/2008;1-2 Miles;North America;68;0
28230;385;AW00028230;None;Stephanie;O;Morgan;0;1956-09-27;S;None;F;stephanie9@adventure-works.com;80000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;1;2;1462 Summit View Dr.;None;227-555-0110;11/24/2007;5-10 Miles;North America;68;0
28231;548;AW00028231;None;James;V;Powell;0;1956-08-19;S;None;M;james24@adventure-works.com;80000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;1;2;8358 Azalea Avenue;None;380-555-0195;2/11/08;5-10 Miles;North America;68;0
28233;644;AW00028233;None;Patrick;A;Richardson;0;1965-02-22;S;None;M;patrick14@adventure-works.com;100000;4;1;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;4;3977 Strasbourg Lane;None;472-555-0122;11/17/2007;0-1 Miles;North America;59;0
28234;298;AW00028234;None;Jack;I;Nelson;0;1965-02-13;M;None;M;jack45@adventure-works.com;100000;4;1;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;4;3624 Garaventa Drive;None;262-555-0139;10/11/05;2-5 Miles;North America;59;1
28235;312;AW00028235;None;Cole;M;Rogers;0;1965-02-11;S;None;M;cole20@adventure-works.com;120000;2;2;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;4;8310 Mountaire Pkwy.;None;159-555-0114;9/17/2007;1-2 Miles;North America;59;0
28236;314;AW00028236;None;Isabel;J;Diaz;0;1965-07-13;S;None;F;isabel20@adventure-works.com;120000;2;2;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;4;966 Houston Ct;None;460-555-0197;1/27/2008;1-2 Miles;North America;59;0
28237;315;AW00028237;None;Hailey;J;Foster;0;1965-06-12;M;None;F;hailey36@adventure-works.com;120000;3;2;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;4;8127 Otter Dr.;None;464-555-0117;8/2/07;2-5 Miles;North America;59;0
28238;322;AW00028238;None;Dalton;None;Flores;0;1965-07-07;S;None;M;dalton58@adventure-works.com;120000;3;2;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;4;4534 Blum Rd.;None;344-555-0110;7/1/08;1-2 Miles;North America;59;0
28239;69;AW00028239;None;Richard;C;Ramirez;0;1964-04-23;S;None;M;richard88@adventure-works.com;80000;4;3;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;1;3302 Alan Dr;None;831-555-0160;9/2/07;0-1 Miles;North America;60;0
28240;633;AW00028240;None;Eduardo;None;Clark;0;1964-07-14;M;None;M;eduardo18@adventure-works.com;90000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;1;6979 Harvard Drive;None;441-555-0118;10/14/2005;2-5 Miles;North America;60;1
28241;635;AW00028241;None;Charles;L;King;0;1964-06-03;M;None;M;charles31@adventure-works.com;100000;5;2;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;0;3994 Pinecrest Court;None;620-555-0169;9/7/07;2-5 Miles;North America;60;0
28242;307;AW00028242;None;Madison;None;Butler;0;1964-07-03;M;None;F;madison26@adventure-works.com;120000;4;2;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;4;8280 Parkway Dr.;None;179-555-0128;2/14/2008;2-5 Miles;North America;60;0
28245;50;AW00028245;None;Gavin;I;Henderson;0;1956-01-05;S;None;M;gavin4@adventure-works.com;80000;3;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;1;5309 Diane Ct.;None;322-555-0195;7/5/08;2-5 Miles;North America;68;0
28246;539;AW00028246;None;Alexa;None;Gray;0;1956-10-11;S;None;F;alexa5@adventure-works.com;80000;3;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;2;5811 Hillcrest;None;629-555-0130;10/13/2005;0-1 Miles;North America;68;1
28247;542;AW00028247;None;Jonathan;None;Adams;0;1956-09-22;S;None;M;jonathan46@adventure-works.com;90000;2;1;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;0;2835 The Trees Drive;None;145-555-0135;10/28/2005;5-10 Miles;North America;68;1
28248;53;AW00028248;None;Eric;None;Scott;0;1963-05-16;S;None;M;eric55@adventure-works.com;80000;4;3;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;2;9168 Wellington Ct.;None;976-555-0128;8/25/2007;0-1 Miles;North America;61;0
28249;545;AW00028249;None;Julia;M;Carter;0;1963-03-02;M;None;F;julia8@adventure-works.com;90000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;1;4638 Chestnut Ave;None;934-555-0179;4/16/2008;10+ Miles;North America;61;0
28250;298;AW00028250;None;Tyrone;L;Dominguez;0;1963-05-18;M;None;M;tyrone11@adventure-works.com;100000;0;2;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;8370 Merry Circle;None;818-555-0171;10/10/05;2-5 Miles;North America;61;1
28252;345;AW00028252;None;Sydney;T;Murphy;0;1963-11-13;M;None;F;sydney8@adventure-works.com;130000;3;2;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;4;8238 D Crane Ct.;None;774-555-0122;4/21/2008;0-1 Miles;North America;61;0
28253;383;AW00028253;None;Jeremiah;S;Green;0;1963-05-11;S;None;M;jeremiah18@adventure-works.com;160000;1;1;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;4;2 Fall Creek Road;None;939-555-0183;1/3/08;0-1 Miles;North America;61;0
28255;607;AW00028255;None;Robert;B;Clark;0;1962-07-22;S;None;M;robert79@adventure-works.com;90000;5;4;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;3;2461 Stephine Way;None;770-555-0169;10/30/2005;5-10 Miles;North America;62;1
28256;536;AW00028256;None;Colin;R;Beck;0;1962-10-18;M;None;M;colin43@adventure-works.com;90000;5;4;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;3;1440 Azores Circle;None;707-555-0197;11/28/2007;5-10 Miles;North America;62;0
28257;648;AW00028257;None;Zachary;E;Martin;0;1962-04-18;S;None;M;zachary45@adventure-works.com;100000;1;2;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;4;2556 San Remo Ct;None;404-555-0162;10/4/05;5-10 Miles;North America;62;1
28259;369;AW00028259;None;Samuel;C;Mitchell;0;1962-12-03;M;None;M;samuel41@adventure-works.com;160000;1;2;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;3;3663 Colt Ct.;None;654-555-0112;10/9/05;0-1 Miles;North America;61;1
28260;50;AW00028260;None;Hunter;None;Roberts;0;1961-08-22;S;None;M;hunter33@adventure-works.com;70000;5;4;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;3;1048 Burwood Way;None;181-555-0117;12/30/2007;2-5 Miles;North America;63;0
28261;69;AW00028261;None;Stephanie;L;Griffin;0;1961-07-22;M;None;F;stephanie48@adventure-works.com;80000;5;4;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;3;8682 Hungry Rd;None;965-555-0178;4/30/2008;5-10 Miles;North America;63;0
28262;616;AW00028262;None;Destiny;None;Diaz;0;1961-07-07;M;None;F;destiny68@adventure-works.com;80000;5;4;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;3;8500 Pinehurst Court;None;635-555-0141;7/24/2008;5-10 Miles;North America;63;0
28263;616;AW00028263;None;Jonathan;None;Lee;0;1961-05-07;M;None;M;jonathan76@adventure-works.com;80000;5;4;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;3;5474 Jason Ct.;None;706-555-0174;5/22/2008;5-10 Miles;North America;63;0
28264;623;AW00028264;None;Nicole;None;Diaz;0;1961-09-27;S;None;F;nicole71@adventure-works.com;90000;4;3;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;1;1025 R St.;None;614-555-0115;10/27/2005;1-2 Miles;North America;63;1
28266;548;AW00028266;None;Wyatt;None;Flores;0;1961-03-23;S;None;M;wyatt62@adventure-works.com;90000;4;3;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;0;2;4456 Eastgate;None;566-555-0115;10/4/07;1-2 Miles;North America;63;0
28267;302;AW00028267;None;Jordan;J;Young;0;1961-03-12;M;None;F;jordan46@adventure-works.com;110000;1;3;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;4;8824 D Apling Court;None;434-555-0159;9/1/07;5-10 Miles;North America;63;0
28269;325;AW00028269;None;Alexandra;M;Green;0;1961-02-23;S;None;F;alexandra56@adventure-works.com;130000;1;3;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;1;5219 Bailey Ln.;None;370-555-0149;9/11/07;2-5 Miles;North America;63;0
28271;300;AW00028271;None;Sean;None;Gonzalez;0;1955-06-04;S;None;M;sean40@adventure-works.com;60000;2;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;5627 Imperial Dr.;None;581-555-0113;10/8/05;5-10 Miles;North America;69;1
28272;66;AW00028272;None;Hunter;M;Jai;0;1955-10-16;M;None;M;hunter27@adventure-works.com;70000;4;3;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;1;9621 Alamo Court;None;552-555-0114;5/15/2008;5-10 Miles;North America;69;0
28273;355;AW00028273;None;Madeline;None;Mitchell;0;1955-08-14;M;None;F;madeline11@adventure-works.com;90000;2;1;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;1;8141 Mitchell Canyon Road;None;922-555-0195;10/5/05;10+ Miles;North America;69;1
28279;611;AW00028279;None;Spencer;D;Simmons;0;1935-11-23;M;None;M;spencer17@adventure-works.com;50000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;1963 Palms;None;292-555-0142;11/11/07;5-10 Miles;North America;88;0
28280;546;AW00028280;None;Tristan;G;Powell;0;1935-02-22;S;None;M;tristan9@adventure-works.com;50000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;5995 The Trees Dr.;None;814-555-0114;2/27/2008;5-10 Miles;North America;89;0
28281;310;AW00028281;None;Juan;A;Cox;0;1935-12-26;M;None;M;juan20@adventure-works.com;70000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;9566 River Ash Court;None;627-555-0113;10/29/2007;5-10 Miles;North America;88;0
28282;548;AW00028282;None;Cindy;None;Foster;0;1936-07-21;S;None;F;cindy27@adventure-works.com;50000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;3348 Del Vista Court;None;337-555-0150;1/11/08;5-10 Miles;North America;88;0
28283;54;AW00028283;None;Rachel;None;Long;0;1960-01-11;S;None;F;rachel57@adventure-works.com;80000;5;4;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;3;8364 Pepper Drive;None;909-555-0174;6/23/2008;1-2 Miles;North America;64;0
28284;62;AW00028284;None;Bailey;R;Kelly;0;1960-03-05;S;None;F;bailey1@adventure-works.com;80000;5;4;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;3;1780 Abbey Court;None;106-555-0198;6/21/2008;5-10 Miles;North America;64;1
28285;546;AW00028285;None;Savannah;H;King;0;1960-02-27;M;None;F;savannah42@adventure-works.com;100000;3;2;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;4;9666 Stillwater Ct.;None;205-555-0187;10/9/05;5-10 Miles;North America;64;1
28287;311;AW00028287;None;Lauren;M;Bennett;0;1960-05-16;M;None;F;lauren48@adventure-works.com;110000;3;3;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;4;9687 Shakespeare Drive;None;287-555-0119;10/25/2007;5-10 Miles;North America;64;0
28290;49;AW00028290;None;Ian;W;Brooks;0;1954-04-15;S;None;M;ian66@adventure-works.com;70000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;0;2;6286 Mt. Sequoia Ct.;None;459-555-0137;11/13/2007;1-2 Miles;North America;70;0
28291;611;AW00028291;None;David;A;Miller;0;1954-04-21;S;None;M;david64@adventure-works.com;70000;3;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;0;2;5722 Hemlock Ave.;None;587-555-0166;3/17/2008;1-2 Miles;North America;70;0
28293;369;AW00028293;None;Shelby;V;Cox;0;1954-02-15;S;None;F;shelby11@adventure-works.com;60000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;0;2;4943 Lightwood Drive;None;324-555-0129;10/27/2005;1-2 Miles;North America;70;1
28294;337;AW00028294;None;Alexis;None;Jenkins;0;1954-08-04;S;None;F;alexis29@adventure-works.com;60000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;1;2;3763 Rosemarie Pl.;None;767-555-0158;10/27/2005;5-10 Miles;North America;70;1
28295;543;AW00028295;None;Wyatt;J;Collins;0;1954-02-21;M;None;M;wyatt48@adventure-works.com;60000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;0;2;4650 Big Canyon Road;None;124-555-0119;10/27/2005;1-2 Miles;North America;70;1
28296;299;AW00028296;None;Thomas;C;Butler;0;1953-09-16;S;None;M;thomas16@adventure-works.com;70000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;0;2;4839 Belle Dr;None;246-555-0115;10/12/05;1-2 Miles;North America;71;1
28297;545;AW00028297;None;Gabrielle;None;Edwards;0;1953-03-23;S;None;F;gabrielle46@adventure-works.com;70000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;0;2;3769 Green Tea Drive;None;658-555-0156;10/8/05;1-2 Miles;North America;71;1
28298;335;AW00028298;None;Maria;G;Edwards;0;1953-08-22;M;None;F;maria45@adventure-works.com;70000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;565 Oeffler Ln.;None;809-555-0163;10/12/05;5-10 Miles;North America;71;1
28299;326;AW00028299;None;Jonathan;None;Shan;0;1951-06-28;S;None;M;jonathan28@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;2;4044 Pine Creek Way;None;671-555-0199;10/16/2005;1-2 Miles;North America;73;1
28300;641;AW00028300;None;Abigail;L;Bennett;0;1949-11-23;S;None;F;abigail26@adventure-works.com;30000;4;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;509 Lynwood Drive;None;978-555-0118;10/13/2007;5-10 Miles;North America;74;0
28301;312;AW00028301;None;Jasmine;C;Long;0;1949-08-27;S;None;F;jasmine49@adventure-works.com;30000;4;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;0;2;852 Santa Maria;None;911-555-0187;8/11/07;1-2 Miles;North America;75;0
28302;53;AW00028302;None;Caroline;C;Hughes;0;1949-02-20;M;None;F;caroline12@adventure-works.com;30000;4;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;4561 Thornhill Place;None;366-555-0173;9/7/07;5-10 Miles;North America;75;0
28330;631;AW00028330;None;Charles;C;Bailey;0;1976-04-02;M;None;M;charles64@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;1594 Ethan Ct.;None;102-555-0117;9/23/2007;5-10 Miles;North America;48;0
28332;62;AW00028332;None;Ryan;None;Washington;0;1976-06-06;M;None;M;ryan16@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;4816 Condor Dr;None;658-555-0142;12/9/07;5-10 Miles;North America;48;0
28336;627;AW00028336;None;Edward;W;Martin;0;1980-03-08;M;None;M;edward37@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;8675 Mildred Avenue;None;508-555-0159;2/21/2008;5-10 Miles;North America;44;0
28337;546;AW00028337;None;Melissa;None;Bennett;0;1980-11-15;M;None;F;melissa20@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;6481 Hastings Drive;None;262-555-0128;6/10/08;5-10 Miles;North America;44;0
28340;368;AW00028340;None;Lucas;None;Butler;0;1978-10-06;S;None;M;lucas62@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;3878 Mt. Hood Circle;None;253-555-0128;10/18/2005;0-1 Miles;North America;46;1
28342;50;AW00028342;None;Brianna;K;Murphy;0;1978-01-15;M;None;F;brianna32@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;3451 Meier Road;None;716-555-0164;1/7/08;5-10 Miles;North America;46;0
28343;634;AW00028343;None;Shelby;None;Morgan;0;1977-12-07;S;None;F;shelby22@adventure-works.com;30000;0;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Clerical;Administrativo;Employ‚;0;2;3377 Coach Place;None;438-555-0156;12/17/2007;0-1 Miles;North America;46;0
28346;69;AW00028346;None;Eduardo;None;Russell;0;1979-06-04;S;None;M;eduardo63@adventure-works.com;30000;0;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Clerical;Administrativo;Employ‚;0;2;2665 Escobar;None;628-555-0177;7/21/2008;5-10 Miles;North America;45;0
28354;50;AW00028354;None;Ian;K;Wilson;0;1965-06-22;S;None;M;ian8@adventure-works.com;40000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;0;1;1936 Bayberry Drive;None;965-555-0128;2/26/2006;0-1 Miles;North America;59;1
28355;385;AW00028355;None;Carlos;None;James;0;1965-09-14;S;None;M;carlos9@adventure-works.com;40000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;1;2101 Costanza Dr.;None;325-555-0146;10/18/2005;2-5 Miles;North America;59;1
28358;302;AW00028358;None;Austin;R;Powell;0;1965-06-02;M;None;M;austin4@adventure-works.com;50000;3;3;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;2;4885 Strawberry Court;None;442-555-0132;4/15/2008;2-5 Miles;North America;59;0
28359;66;AW00028359;None;Madison;G;Anderson;0;1965-07-18;M;None;F;madison10@adventure-works.com;50000;3;3;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;2;8703 Market Place;None;263-555-0164;1/8/08;2-5 Miles;North America;59;0
28361;623;AW00028361;None;Kayla;None;Wilson;0;1965-09-26;M;None;F;kayla7@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;0;0;2081 St. Andrews Way;None;461-555-0146;4/13/2008;0-1 Miles;North America;59;0
28362;347;AW00028362;None;Kaylee;None;Sanchez;0;1965-05-13;S;None;F;kaylee24@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;0;1;3823 Birch Bark Dr;None;547-555-0137;10/20/2005;0-1 Miles;North America;59;1
28363;64;AW00028363;None;Savannah;None;Travers;0;1965-02-19;S;None;F;savannah12@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;0;1;3682 MacArthur Avenue;None;121-555-0189;2/6/06;0-1 Miles;North America;59;1
28571;312;AW00028571;None;Anna;P;Torres;0;1974-10-12;S;None;F;anna18@adventure-works.com;40000;3;3;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;0;1;2736 Scramble Rd;None;511-555-0111;6/22/2008;0-1 Miles;North America;50;0
28576;616;AW00028576;None;Sunil;L;Uppal;0;1966-04-06;M;None;M;sunil5@adventure-works.com;80000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;0;0;1256 Liscome Way;None;106-555-0128;5/1/08;0-1 Miles;North America;58;0
28577;618;AW00028577;None;Austin;None;Harris;0;1966-05-08;M;None;M;austin49@adventure-works.com;80000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;0;0;6659 Poplar Street;None;593-555-0113;1/24/2008;0-1 Miles;North America;58;0
28579;546;AW00028579;None;Grace;None;Ross;0;1966-06-18;S;None;F;grace51@adventure-works.com;80000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;0;0;1708 Weaver Lane;None;547-555-0120;6/5/08;0-1 Miles;North America;58;0
28580;298;AW00028580;None;Aimee;None;Liu;0;1966-01-06;M;None;F;aimee4@adventure-works.com;80000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;5025 North Star Dr;None;317-555-0116;10/21/2005;1-2 Miles;North America;58;1
28581;50;AW00028581;None;Allison;None;Collins;0;1954-08-17;S;None;F;allison23@adventure-works.com;20000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Manual;Obrero;Ouvrier;0;2;1378 California St.;#c;267-555-0195;6/4/08;0-1 Miles;North America;70;0
28582;547;AW00028582;None;Olivia;None;Hall;0;1954-08-26;S;None;F;olivia23@adventure-works.com;20000;3;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Clerical;Administrativo;Employ‚;0;2;9339 Northwood Dr.;None;618-555-0125;3/31/2008;1-2 Miles;North America;70;0
28584;299;AW00028584;Mr.;Rolando;T.;Smith;0;1954-05-03;M;Jr.;F;rolando0@adventure-works.com;30000;1;0;High School;Educaci¢n secundaria;Bac + 2;Clerical;Administrativo;Employ‚;1;1;3771 Concerto Circle;None;284-555-0100;10/17/2005;2-5 Miles;North America;70;1
28586;335;AW00028586;None;Gabriel;None;Diaz;0;1954-07-23;M;None;M;gabriel19@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;2315 B Way;None;308-555-0168;10/19/2005;1-2 Miles;North America;70;1
28589;54;AW00028589;None;John;M;Walker;0;1955-12-16;S;None;M;john57@adventure-works.com;20000;3;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Clerical;Administrativo;Employ‚;0;2;4262 Monterey Ave.;None;294-555-0151;10/12/07;0-1 Miles;North America;68;0
28590;546;AW00028590;None;Gabriel;None;Jai;0;1955-07-18;S;None;M;gabriel29@adventure-works.com;20000;3;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Clerical;Administrativo;Employ‚;0;2;311 Oakgrove Rd;None;736-555-0111;9/20/2007;0-1 Miles;North America;69;0
